humidity,temperature,age,quantity,producttype_Extruder,producttype_Gauge Machine,producttype_Pressure Cutter,producttype_Pump,failure_risk_score,predicted_failure,environmental_risk_score,final_risk_score,maintenance_priority,maintenance_priority_weight,esg_impact_score,esg_risk_level
99.52,44.93,2,24028,1.0,0.0,0.0,0.0,0.345,1,,,Low,0.2,,Low ESG Risk
92.74,93.62,6,47748,0.0,1.0,0.0,0.0,0.295,0,,,Low,0.2,,Low ESG Risk
56.68,35.34,7,73520,0.0,1.0,0.0,0.0,0.21,0,,,Low,0.2,,Low ESG Risk
38.34,38.37,12,75281,0.0,1.0,0.0,0.0,0.34,1,,,Low,0.2,,Low ESG Risk
55.78,45.2,16,53731,0.0,0.0,1.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
30.3,92.09,2,35247,0.0,0.0,1.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
71.21,92.32,4,34477,0.0,0.0,0.0,0.0,0.225,0,,,Low,0.2,,Low ESG Risk
70.28,45.04,15,30168,0.0,0.0,0.0,0.0,0.15,0,,,Low,0.2,,Low ESG Risk
19.54,79.04,7,24071,0.0,0.0,0.0,0.0,0.32,1,,,Low,0.2,,Low ESG Risk
80.98,42.93,11,60338,0.0,1.0,0.0,0.0,0.275,0,,,Low,0.2,,Low ESG Risk
54.01,63.73,2,47871,0.0,0.0,0.0,1.0,0.435,1,,,Low,0.2,,Low ESG Risk
49.15,72.55,12,79928,0.0,0.0,1.0,0.0,0.165,0,,,Low,0.2,,Low ESG Risk
30.87,79.4,13,49860,0.0,0.0,0.0,1.0,0.21,0,,,Low,0.2,,Low ESG Risk
54.21,52.49,15,57708,1.0,0.0,0.0,0.0,0.19,0,,,Low,0.2,,Low ESG Risk
11.89,71.98,2,57449,1.0,0.0,0.0,0.0,0.38,1,,,Low,0.2,,Low ESG Risk
39.75,87.79,7,53660,0.0,0.0,1.0,0.0,0.275,0,,,Low,0.2,,Low ESG Risk
19.37,38.51,14,37607,0.0,0.0,0.0,1.0,0.32,1,,,Low,0.2,,Low ESG Risk
74.43,42.97,15,68814,0.0,0.0,0.0,1.0,0.19,0,,,Low,0.2,,Low ESG Risk
36.34,58.71,10,27243,0.0,0.0,1.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
90.53,41.59,14,27633,0.0,0.0,0.0,1.0,0.165,0,,,Low,0.2,,Low ESG Risk
90.18,53.08,10,58770,1.0,0.0,0.0,0.0,0.135,0,,,Low,0.2,,Low ESG Risk
64.16,88.35,8,52248,1.0,0.0,0.0,0.0,0.285,0,,,Low,0.2,,Low ESG Risk
60.21,65.12,5,58645,0.0,0.0,1.0,0.0,0.39,1,,,Low,0.2,,Low ESG Risk
68.02,60.93,14,48933,0.0,1.0,0.0,0.0,0.305,1,,,Low,0.2,,Low ESG Risk
73.8,55.86,2,37091,0.0,0.0,0.0,1.0,0.205,0,,,Low,0.2,,Low ESG Risk
61.33,56.86,16,56747,0.0,1.0,0.0,0.0,0.305,1,,,Low,0.2,,Low ESG Risk
11.32,85.44,8,60892,0.0,0.0,1.0,0.0,0.49,1,,,Low,0.2,,Low ESG Risk
60.8,87.11,15,43052,0.0,1.0,0.0,0.0,0.505,1,,,Low,0.2,,Low ESG Risk
41.62,66.58,7,63937,0.0,1.0,0.0,0.0,0.255,0,,,Low,0.2,,Low ESG Risk
7.8,46.35,10,37225,0.0,1.0,0.0,0.0,0.23,0,,,Low,0.2,,Low ESG Risk
95.28,85.16,13,62717,0.0,0.0,1.0,0.0,0.28,0,,,Low,0.2,,Low ESG Risk
40.07,78.13,4,63542,1.0,0.0,0.0,0.0,0.14,0,,,Low,0.2,,Low ESG Risk
98.72,65.04,13,25764,1.0,0.0,0.0,0.0,0.24,0,,,Low,0.2,,Low ESG Risk
43.49,53.03,5,62913,0.0,0.0,0.0,1.0,0.215,0,,,Low,0.2,,Low ESG Risk
92.5,63.49,13,23002,0.0,1.0,0.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
61.78,49.68,8,38201,0.0,1.0,0.0,0.0,0.145,0,,,Low,0.2,,Low ESG Risk
48.87,50.59,7,59117,0.0,0.0,0.0,1.0,0.23,0,,,Low,0.2,,Low ESG Risk
59.01,47.82,14,63452,0.0,0.0,0.0,0.0,0.22,0,,,Low,0.2,,Low ESG Risk
8.66,84.29,3,26379,0.0,1.0,0.0,0.0,0.345,1,,,Low,0.2,,Low ESG Risk
67.78,93.67,3,42603,1.0,0.0,0.0,0.0,0.18,0,,,Low,0.2,,Low ESG Risk
46.7,37.25,2,41944,0.0,0.0,0.0,0.0,0.265,0,,,Low,0.2,,Low ESG Risk
57.13,52.86,10,35912,0.0,0.0,1.0,0.0,0.29,0,,,Low,0.2,,Low ESG Risk
39.89,64.04,3,31331,0.0,1.0,0.0,0.0,0.11,0,,,Low,0.2,,Low ESG Risk
77.59,83.28,11,49227,0.0,1.0,0.0,0.0,0.375,1,,,Low,0.2,,Low ESG Risk
19.55,50.22,14,49126,1.0,0.0,0.0,0.0,0.1,0,,,Low,0.2,,Low ESG Risk
77.75,67.41,13,64225,0.0,0.0,0.0,0.0,0.355,1,,,Low,0.2,,Low ESG Risk
75.96,73.54,17,69039,0.0,1.0,0.0,0.0,0.235,0,,,Low,0.2,,Low ESG Risk
99.93,46.69,11,30716,0.0,0.0,1.0,0.0,0.355,1,,,Low,0.2,,Low ESG Risk
94.8,47.68,16,57910,0.0,0.0,1.0,0.0,0.38,1,,,Low,0.2,,Low ESG Risk
58.65,38.84,9,41226,1.0,0.0,0.0,0.0,0.06,0,,,Low,0.2,,Low ESG Risk
45.5,62.64,5,55245,0.0,0.0,0.0,0.0,0.335,1,,,Low,0.2,,Low ESG Risk
40.11,74.28,3,64135,0.0,0.0,0.0,1.0,0.18,0,,,Low,0.2,,Low ESG Risk
72.03,82.03,1,47555,0.0,0.0,0.0,1.0,0.54,1,,,Low,0.2,,Low ESG Risk
71.34,94.58,15,78858,0.0,0.0,0.0,1.0,0.13,0,,,Low,0.2,,Low ESG Risk
65.22,62.85,11,49181,0.0,0.0,0.0,0.0,0.395,1,,,Low,0.2,,Low ESG Risk
13.87,67.9,5,60559,0.0,0.0,0.0,1.0,0.225,0,,,Low,0.2,,Low ESG Risk
70.17,84.92,2,70530,0.0,1.0,0.0,0.0,0.4,1,,,Low,0.2,,Low ESG Risk
55.53,38.72,12,28773,0.0,0.0,0.0,1.0,0.305,1,,,Low,0.2,,Low ESG Risk
61.26,81.54,7,48699,1.0,0.0,0.0,0.0,0.355,1,,,Low,0.2,,Low ESG Risk
30.66,69.46,12,76671,0.0,0.0,0.0,0.0,0.305,1,,,Low,0.2,,Low ESG Risk
85.0,71.44,7,59308,0.0,1.0,0.0,0.0,0.165,0,,,Low,0.2,,Low ESG Risk
39.17,78.43,9,24336,0.0,0.0,1.0,0.0,0.285,0,,,Low,0.2,,Low ESG Risk
10.97,41.42,2,62696,0.0,0.0,0.0,1.0,0.24,0,,,Low,0.2,,Low ESG Risk
55.56,57.08,5,73182,0.0,0.0,1.0,0.0,0.115,0,,,Low,0.2,,Low ESG Risk
24.61,75.52,12,57674,0.0,0.0,0.0,0.0,0.205,0,,,Low,0.2,,Low ESG Risk
61.57,63.59,10,73316,0.0,0.0,0.0,1.0,0.235,0,,,Low,0.2,,Low ESG Risk
62.79,42.78,8,39069,0.0,0.0,1.0,0.0,0.185,0,,,Low,0.2,,Low ESG Risk
13.3,57.94,8,54819,0.0,0.0,0.0,0.0,0.12,0,,,Low,0.2,,Low ESG Risk
72.42,85.14,10,43199,0.0,0.0,1.0,0.0,0.34,1,,,Low,0.2,,Low ESG Risk
73.36,46.65,1,41284,0.0,0.0,0.0,1.0,0.27,0,,,Low,0.2,,Low ESG Risk
49.98,71.56,10,53171,0.0,0.0,0.0,1.0,0.48,1,,,Low,0.2,,Low ESG Risk
6.81,56.43,17,45881,0.0,1.0,0.0,0.0,0.18,0,,,Low,0.2,,Low ESG Risk
49.89,36.77,16,23893,1.0,0.0,0.0,0.0,0.265,0,,,Low,0.2,,Low ESG Risk
38.0,65.33,15,47707,0.0,0.0,0.0,1.0,0.08,0,,,Low,0.2,,Low ESG Risk
53.0,57.77,14,76222,0.0,0.0,1.0,0.0,0.155,0,,,Low,0.2,,Low ESG Risk
23.9,63.01,3,52270,0.0,0.0,1.0,0.0,0.39,1,,,Low,0.2,,Low ESG Risk
90.98,86.91,9,27983,0.0,0.0,0.0,0.0,0.37,1,,,Low,0.2,,Low ESG Risk
10.92,84.11,11,39726,0.0,0.0,0.0,1.0,0.225,0,,,Low,0.2,,Low ESG Risk
22.02,82.91,2,47985,0.0,0.0,1.0,0.0,0.12,0,,,Low,0.2,,Low ESG Risk
12.51,76.41,4,71588,0.0,0.0,0.0,0.0,0.335,1,,,Low,0.2,,Low ESG Risk
78.48,91.49,5,74770,0.0,0.0,0.0,1.0,0.315,1,,,Low,0.2,,Low ESG Risk
60.99,60.11,11,66866,1.0,0.0,0.0,0.0,0.22,0,,,Low,0.2,,Low ESG Risk
56.88,58.67,8,78073,1.0,0.0,0.0,0.0,0.36,1,,,Low,0.2,,Low ESG Risk
85.38,50.42,1,62103,0.0,0.0,1.0,0.0,0.09,0,,,Low,0.2,,Low ESG Risk
35.07,83.38,4,43956,0.0,0.0,0.0,0.0,0.34,1,,,Low,0.2,,Low ESG Risk
81.25,58.54,4,50592,0.0,1.0,0.0,0.0,0.27,0,,,Low,0.2,,Low ESG Risk
38.15,87.85,12,53230,0.0,0.0,0.0,0.0,0.235,0,,,Low,0.2,,Low ESG Risk
46.97,46.42,3,58843,0.0,1.0,0.0,0.0,0.205,0,,,Low,0.2,,Low ESG Risk
14.9,59.42,11,56325,0.0,0.0,0.0,0.0,0.215,0,,,Low,0.2,,Low ESG Risk
73.78,46.54,4,25571,0.0,0.0,1.0,0.0,0.16,0,,,Low,0.2,,Low ESG Risk
24.44,66.52,16,65447,0.0,1.0,0.0,0.0,0.36,1,,,Low,0.2,,Low ESG Risk
93.6,86.38,8,33603,0.0,1.0,0.0,0.0,0.21,0,,,Low,0.2,,Low ESG Risk
97.17,73.23,13,35829,1.0,0.0,0.0,0.0,0.145,0,,,Low,0.2,,Low ESG Risk
84.2,72.61,11,78410,0.0,0.0,1.0,0.0,0.16,0,,,Low,0.2,,Low ESG Risk
53.01,55.68,4,76278,0.0,0.0,0.0,1.0,0.375,1,,,Low,0.2,,Low ESG Risk
25.09,55.76,2,75672,0.0,0.0,0.0,1.0,0.14,0,,,Low,0.2,,Low ESG Risk
42.63,50.35,7,54183,0.0,1.0,0.0,0.0,0.135,0,,,Low,0.2,,Low ESG Risk
20.0,73.92,11,40442,0.0,0.0,0.0,0.0,0.11,0,,,Low,0.2,,Low ESG Risk
71.3,62.97,13,61402,0.0,0.0,0.0,1.0,0.075,0,,,Low,0.2,,Low ESG Risk
99.26,48.82,16,64477,1.0,0.0,0.0,0.0,0.27,0,,,Low,0.2,,Low ESG Risk
44.21,41.96,11,75008,1.0,0.0,0.0,0.0,0.235,0,,,Low,0.2,,Low ESG Risk
41.53,61.62,7,53860,0.0,0.0,0.0,1.0,0.145,0,,,Low,0.2,,Low ESG Risk
67.13,66.73,17,39138,0.0,0.0,0.0,0.0,0.485,1,,,Low,0.2,,Low ESG Risk
20.33,71.9,4,61005,0.0,0.0,1.0,0.0,0.085,0,,,Low,0.2,,Low ESG Risk
91.4,38.98,9,62709,0.0,1.0,0.0,0.0,0.205,0,,,Low,0.2,,Low ESG Risk
8.07,39.42,16,42553,0.0,0.0,1.0,0.0,0.21,0,,,Low,0.2,,Low ESG Risk
41.15,45.27,12,72284,0.0,0.0,0.0,0.0,0.265,0,,,Low,0.2,,Low ESG Risk
71.52,57.36,5,50431,1.0,0.0,0.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
57.87,65.17,5,46519,0.0,0.0,1.0,0.0,0.29,0,,,Low,0.2,,Low ESG Risk
7.94,51.56,11,28174,0.0,0.0,0.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
94.0,45.96,12,30700,0.0,1.0,0.0,0.0,0.21,0,,,Low,0.2,,Low ESG Risk
52.21,69.88,12,45888,0.0,0.0,1.0,0.0,0.33,1,,,Low,0.2,,Low ESG Risk
41.96,54.0,9,57696,0.0,0.0,0.0,0.0,0.355,1,,,Low,0.2,,Low ESG Risk
28.83,94.1,10,45714,0.0,1.0,0.0,0.0,0.13,0,,,Low,0.2,,Low ESG Risk
97.1,82.24,11,35565,0.0,0.0,0.0,0.0,0.22,0,,,Low,0.2,,Low ESG Risk
96.21,92.81,15,29983,1.0,0.0,0.0,0.0,0.23,0,,,Low,0.2,,Low ESG Risk
16.55,74.32,15,33227,0.0,1.0,0.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
86.39,45.06,13,77805,0.0,0.0,1.0,0.0,0.32,1,,,Low,0.2,,Low ESG Risk
53.33,75.8,11,55560,0.0,0.0,0.0,0.0,0.455,1,,,Low,0.2,,Low ESG Risk
20.4,85.12,8,73939,0.0,0.0,1.0,0.0,0.075,0,,,Low,0.2,,Low ESG Risk
75.75,81.14,8,45980,0.0,0.0,0.0,0.0,0.15,0,,,Low,0.2,,Low ESG Risk
30.16,80.75,17,70742,0.0,0.0,1.0,0.0,0.26,0,,,Low,0.2,,Low ESG Risk
22.35,67.35,10,67380,0.0,0.0,0.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
67.04,65.06,3,71208,0.0,1.0,0.0,0.0,0.32,1,,,Low,0.2,,Low ESG Risk
75.4,83.68,17,29160,0.0,1.0,0.0,0.0,0.19,0,,,Low,0.2,,Low ESG Risk
70.39,78.34,8,27529,1.0,0.0,0.0,0.0,0.19,0,,,Low,0.2,,Low ESG Risk
5.56,37.31,15,65439,0.0,0.0,0.0,1.0,0.2,0,,,Low,0.2,,Low ESG Risk
6.47,74.13,11,32580,0.0,0.0,0.0,0.0,0.275,0,,,Low,0.2,,Low ESG Risk
60.69,49.44,13,55388,1.0,0.0,0.0,0.0,0.18,0,,,Low,0.2,,Low ESG Risk
25.92,50.57,14,48832,1.0,0.0,0.0,0.0,0.225,0,,,Low,0.2,,Low ESG Risk
56.45,53.78,5,56493,1.0,0.0,0.0,0.0,0.105,0,,,Low,0.2,,Low ESG Risk
28.82,45.36,4,59989,0.0,0.0,0.0,0.0,0.295,0,,,Low,0.2,,Low ESG Risk
68.03,90.49,17,28553,0.0,1.0,0.0,0.0,0.245,0,,,Low,0.2,,Low ESG Risk
50.15,75.69,17,63216,0.0,1.0,0.0,0.0,0.27,0,,,Low,0.2,,Low ESG Risk
36.85,52.63,12,32552,0.0,1.0,0.0,0.0,0.275,0,,,Low,0.2,,Low ESG Risk
67.8,52.31,13,39347,0.0,1.0,0.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
59.15,37.22,13,47352,0.0,0.0,0.0,1.0,0.32,1,,,Low,0.2,,Low ESG Risk
43.66,82.68,2,57551,0.0,0.0,1.0,0.0,0.225,0,,,Low,0.2,,Low ESG Risk
78.58,66.64,17,63279,0.0,0.0,0.0,1.0,0.22,0,,,Low,0.2,,Low ESG Risk
93.61,93.82,15,64007,0.0,0.0,0.0,0.0,0.31,1,,,Low,0.2,,Low ESG Risk
9.97,35.71,10,62160,0.0,0.0,1.0,0.0,0.21,0,,,Low,0.2,,Low ESG Risk
35.1,47.27,17,59824,0.0,0.0,0.0,1.0,0.055,0,,,Low,0.2,,Low ESG Risk
55.29,37.7,1,26346,0.0,0.0,0.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
75.75,92.3,14,76529,0.0,0.0,0.0,0.0,0.13,0,,,Low,0.2,,Low ESG Risk
9.92,47.65,13,61786,1.0,0.0,0.0,0.0,0.365,1,,,Low,0.2,,Low ESG Risk
99.97,38.53,12,70990,0.0,0.0,0.0,1.0,0.305,1,,,Low,0.2,,Low ESG Risk
24.93,35.85,2,76596,0.0,0.0,1.0,0.0,0.27,0,,,Low,0.2,,Low ESG Risk
69.83,80.17,15,48620,0.0,1.0,0.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
11.53,49.82,16,36020,0.0,0.0,0.0,0.0,0.16,0,,,Low,0.2,,Low ESG Risk
88.45,85.25,7,53986,1.0,0.0,0.0,0.0,0.385,1,,,Low,0.2,,Low ESG Risk
75.53,60.6,7,60525,1.0,0.0,0.0,0.0,0.35,1,,,Low,0.2,,Low ESG Risk
83.26,72.5,13,53279,1.0,0.0,0.0,0.0,0.11,0,,,Low,0.2,,Low ESG Risk
20.45,60.01,2,63593,0.0,1.0,0.0,0.0,0.28,0,,,Low,0.2,,Low ESG Risk
94.81,71.92,16,25441,0.0,0.0,0.0,1.0,0.23,0,,,Low,0.2,,Low ESG Risk
98.84,54.27,2,58898,0.0,0.0,0.0,0.0,0.255,0,,,Low,0.2,,Low ESG Risk
29.42,94.49,10,43132,1.0,0.0,0.0,0.0,0.165,0,,,Low,0.2,,Low ESG Risk
37.78,43.68,13,78669,0.0,1.0,0.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
41.17,72.31,5,68644,0.0,0.0,0.0,1.0,0.185,0,,,Low,0.2,,Low ESG Risk
49.65,82.76,3,37295,0.0,0.0,1.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
66.72,59.67,3,45679,0.0,1.0,0.0,0.0,0.35,1,,,Low,0.2,,Low ESG Risk
90.65,88.36,4,71238,0.0,0.0,1.0,0.0,0.31,1,,,Low,0.2,,Low ESG Risk
90.28,54.32,2,63448,0.0,0.0,0.0,0.0,0.155,0,,,Low,0.2,,Low ESG Risk
81.67,73.2,15,24754,0.0,0.0,1.0,0.0,0.32,1,,,Low,0.2,,Low ESG Risk
39.73,88.86,3,37209,0.0,0.0,0.0,1.0,0.305,1,,,Low,0.2,,Low ESG Risk
82.88,94.22,6,44715,0.0,0.0,0.0,1.0,0.285,0,,,Low,0.2,,Low ESG Risk
83.87,62.62,1,50460,0.0,0.0,1.0,0.0,0.18,0,,,Low,0.2,,Low ESG Risk
28.22,92.08,2,60987,0.0,0.0,0.0,1.0,0.265,0,,,Low,0.2,,Low ESG Risk
55.61,44.92,15,63120,0.0,1.0,0.0,0.0,0.26,0,,,Low,0.2,,Low ESG Risk
94.61,92.72,2,73512,0.0,0.0,1.0,0.0,0.33,1,,,Low,0.2,,Low ESG Risk
61.84,89.48,9,56109,0.0,0.0,0.0,1.0,0.255,0,,,Low,0.2,,Low ESG Risk
26.26,42.28,13,77728,0.0,1.0,0.0,0.0,0.475,1,,,Low,0.2,,Low ESG Risk
57.71,40.56,10,76718,1.0,0.0,0.0,0.0,0.245,0,,,Low,0.2,,Low ESG Risk
32.44,78.44,17,45997,0.0,0.0,1.0,0.0,0.46,1,,,Low,0.2,,Low ESG Risk
66.27,74.0,7,64620,0.0,1.0,0.0,0.0,0.235,0,,,Low,0.2,,Low ESG Risk
26.6,71.78,7,34799,0.0,0.0,1.0,0.0,0.23,0,,,Low,0.2,,Low ESG Risk
78.6,85.07,3,49929,0.0,0.0,0.0,1.0,0.34,1,,,Low,0.2,,Low ESG Risk
10.01,89.82,16,54581,0.0,0.0,1.0,0.0,0.32,1,,,Low,0.2,,Low ESG Risk
72.48,88.26,15,43471,0.0,0.0,0.0,0.0,0.255,0,,,Low,0.2,,Low ESG Risk
27.51,39.94,3,66640,0.0,0.0,1.0,0.0,0.375,1,,,Low,0.2,,Low ESG Risk
57.66,66.78,7,42901,0.0,0.0,0.0,1.0,0.175,0,,,Low,0.2,,Low ESG Risk
38.27,64.5,12,56794,0.0,0.0,0.0,0.0,0.46,1,,,Low,0.2,,Low ESG Risk
58.07,93.67,5,34695,0.0,0.0,0.0,1.0,0.355,1,,,Low,0.2,,Low ESG Risk
11.91,39.25,2,50796,1.0,0.0,0.0,0.0,0.42,1,,,Low,0.2,,Low ESG Risk
18.26,56.69,1,40924,0.0,0.0,0.0,0.0,0.115,0,,,Low,0.2,,Low ESG Risk
9.45,35.68,2,64041,1.0,0.0,0.0,0.0,0.125,0,,,Low,0.2,,Low ESG Risk
8.9,49.93,4,52933,0.0,0.0,0.0,1.0,0.33,1,,,Low,0.2,,Low ESG Risk
31.97,92.18,2,72852,1.0,0.0,0.0,0.0,0.215,0,,,Low,0.2,,Low ESG Risk
19.66,83.33,7,67387,0.0,0.0,1.0,0.0,0.095,0,,,Low,0.2,,Low ESG Risk
8.23,71.8,4,28908,0.0,1.0,0.0,0.0,0.395,1,,,Low,0.2,,Low ESG Risk
63.86,81.59,16,78126,0.0,0.0,0.0,0.0,0.25,0,,,Low,0.2,,Low ESG Risk
76.82,45.21,1,43883,0.0,0.0,1.0,0.0,0.12,0,,,Low,0.2,,Low ESG Risk
29.12,50.48,16,57151,0.0,0.0,0.0,0.0,0.105,0,,,Low,0.2,,Low ESG Risk
52.74,75.87,9,31766,0.0,0.0,0.0,1.0,0.15,0,,,Low,0.2,,Low ESG Risk
47.71,56.66,3,56650,0.0,0.0,1.0,0.0,0.135,0,,,Low,0.2,,Low ESG Risk
71.89,36.56,16,46637,0.0,0.0,0.0,1.0,0.355,1,,,Low,0.2,,Low ESG Risk
8.43,42.45,2,23347,1.0,0.0,0.0,0.0,0.29,0,,,Low,0.2,,Low ESG Risk
68.86,65.19,5,33501,1.0,0.0,0.0,0.0,0.215,0,,,Low,0.2,,Low ESG Risk
62.61,39.11,11,31709,0.0,1.0,0.0,0.0,0.515,1,,,Low,0.2,,Low ESG Risk
42.58,87.58,8,34215,1.0,0.0,0.0,0.0,0.155,0,,,Low,0.2,,Low ESG Risk
58.87,87.21,6,33316,0.0,1.0,0.0,0.0,0.245,0,,,Low,0.2,,Low ESG Risk
8.73,73.43,12,41070,0.0,1.0,0.0,0.0,0.15,0,,,Low,0.2,,Low ESG Risk
66.92,51.7,10,24623,0.0,0.0,0.0,1.0,0.245,0,,,Low,0.2,,Low ESG Risk
40.82,58.02,11,73211,0.0,0.0,0.0,1.0,0.25,0,,,Low,0.2,,Low ESG Risk
20.53,49.42,10,37769,0.0,0.0,0.0,0.0,0.25,0,,,Low,0.2,,Low ESG Risk
96.75,66.14,6,67823,0.0,0.0,0.0,0.0,0.225,0,,,Low,0.2,,Low ESG Risk
67.35,41.27,16,25669,0.0,0.0,0.0,1.0,0.28,0,,,Low,0.2,,Low ESG Risk
86.02,91.1,10,30029,0.0,1.0,0.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
52.21,70.69,8,36996,0.0,0.0,0.0,0.0,0.35,1,,,Low,0.2,,Low ESG Risk
69.95,89.44,14,25238,0.0,0.0,1.0,0.0,0.36,1,,,Low,0.2,,Low ESG Risk
5.32,52.54,9,73111,0.0,0.0,0.0,1.0,0.25,0,,,Low,0.2,,Low ESG Risk
89.38,59.91,9,43507,0.0,0.0,0.0,0.0,0.17,0,,,Low,0.2,,Low ESG Risk
39.91,66.26,12,68296,0.0,1.0,0.0,0.0,0.24,0,,,Low,0.2,,Low ESG Risk
20.02,60.0,17,35475,0.0,0.0,1.0,0.0,0.59,1,,,Low,0.2,,Low ESG Risk
64.5,91.43,3,38863,0.0,1.0,0.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
71.54,74.13,10,51222,0.0,0.0,0.0,1.0,0.285,0,,,Low,0.2,,Low ESG Risk
59.42,38.87,14,40976,1.0,0.0,0.0,0.0,0.05,0,,,Low,0.2,,Low ESG Risk
34.57,75.26,13,63257,0.0,0.0,0.0,0.0,0.265,0,,,Low,0.2,,Low ESG Risk
96.84,76.83,6,42190,0.0,0.0,0.0,0.0,0.22,0,,,Low,0.2,,Low ESG Risk
76.06,86.75,4,65143,0.0,0.0,0.0,1.0,0.455,1,,,Low,0.2,,Low ESG Risk
77.38,92.57,14,47821,0.0,0.0,1.0,0.0,0.33,1,,,Low,0.2,,Low ESG Risk
7.3,71.43,8,52412,0.0,1.0,0.0,0.0,0.455,1,,,Low,0.2,,Low ESG Risk
44.87,88.39,6,30817,0.0,1.0,0.0,0.0,0.24,0,,,Low,0.2,,Low ESG Risk
34.53,54.82,15,46395,0.0,0.0,0.0,0.0,0.26,0,,,Low,0.2,,Low ESG Risk
33.74,62.05,6,35600,0.0,0.0,0.0,0.0,0.285,0,,,Low,0.2,,Low ESG Risk
13.65,51.9,14,37217,1.0,0.0,0.0,0.0,0.225,0,,,Low,0.2,,Low ESG Risk
41.0,94.92,16,25813,0.0,0.0,1.0,0.0,0.205,0,,,Low,0.2,,Low ESG Risk
23.6,37.29,1,78904,0.0,0.0,0.0,0.0,0.325,1,,,Low,0.2,,Low ESG Risk
41.77,75.17,10,28548,1.0,0.0,0.0,0.0,0.31,1,,,Low,0.2,,Low ESG Risk
32.02,55.83,15,34170,0.0,0.0,0.0,1.0,0.145,0,,,Low,0.2,,Low ESG Risk
25.93,81.86,16,78704,0.0,1.0,0.0,0.0,0.175,0,,,Low,0.2,,Low ESG Risk
67.77,35.58,7,44292,0.0,0.0,1.0,0.0,0.195,0,,,Low,0.2,,Low ESG Risk
86.89,54.25,6,41944,0.0,0.0,0.0,0.0,0.27,0,,,Low,0.2,,Low ESG Risk
29.02,85.41,15,53682,1.0,0.0,0.0,0.0,0.205,0,,,Low,0.2,,Low ESG Risk
8.0,86.12,5,58830,0.0,1.0,0.0,0.0,0.2,0,,,Low,0.2,,Low ESG Risk
5.27,48.61,9,49995,0.0,0.0,0.0,1.0,0.295,0,,,Low,0.2,,Low ESG Risk
83.26,49.97,16,45369,0.0,0.0,1.0,0.0,0.335,1,,,Low,0.2,,Low ESG Risk
89.17,49.02,12,38214,0.0,0.0,0.0,0.0,0.105,0,,,Low,0.2,,Low ESG Risk
26.59,68.36,8,29934,0.0,0.0,1.0,0.0,0.47,1,,,Low,0.2,,Low ESG Risk
82.41,67.76,11,37908,0.0,0.0,0.0,1.0,0.06,0,,,Low,0.2,,Low ESG Risk
54.54,41.72,3,77088,0.0,0.0,0.0,0.0,0.315,1,,,Low,0.2,,Low ESG Risk
75.41,86.42,2,64605,0.0,0.0,0.0,0.0,0.315,1,,,Low,0.2,,Low ESG Risk
53.13,35.64,10,57545,0.0,0.0,1.0,0.0,0.48,1,,,Low,0.2,,Low ESG Risk
76.55,46.72,6,76931,0.0,0.0,0.0,1.0,0.275,0,,,Low,0.2,,Low ESG Risk
38.61,94.33,5,25285,0.0,0.0,0.0,1.0,0.075,0,,,Low,0.2,,Low ESG Risk
11.4,56.21,5,35355,0.0,0.0,1.0,0.0,0.255,0,,,Low,0.2,,Low ESG Risk
44.24,93.8,10,38418,0.0,1.0,0.0,0.0,0.345,1,,,Low,0.2,,Low ESG Risk
55.67,54.8,12,40783,0.0,0.0,0.0,1.0,0.15,0,,,Low,0.2,,Low ESG Risk
86.8,51.23,11,78571,0.0,0.0,0.0,1.0,0.285,0,,,Low,0.2,,Low ESG Risk
51.97,80.21,16,38801,0.0,0.0,0.0,1.0,0.35,1,,,Low,0.2,,Low ESG Risk
84.35,56.28,13,35654,0.0,0.0,1.0,0.0,0.41,1,,,Low,0.2,,Low ESG Risk
56.83,36.85,7,63112,1.0,0.0,0.0,0.0,0.11,0,,,Low,0.2,,Low ESG Risk
53.46,93.75,13,66319,0.0,0.0,0.0,0.0,0.315,1,,,Low,0.2,,Low ESG Risk
56.84,54.04,8,55685,0.0,0.0,0.0,0.0,0.44,1,,,Low,0.2,,Low ESG Risk
98.11,88.82,3,58855,0.0,0.0,0.0,0.0,0.34,1,,,Low,0.2,,Low ESG Risk
96.53,84.32,5,62475,0.0,0.0,0.0,1.0,0.365,1,,,Low,0.2,,Low ESG Risk
73.13,56.66,7,55438,0.0,0.0,1.0,0.0,0.135,0,,,Low,0.2,,Low ESG Risk
51.39,76.36,9,53259,0.0,0.0,1.0,0.0,0.24,0,,,Low,0.2,,Low ESG Risk
